nox_device_id,Pilot,MainGroupLabel,SubGroupLabel,name,BrandLabel,TypeOfEquipment,ConstructionYear,Power,EngineClassificationLabel,Machinegroep,TNO_fuel_per_hr,Cat_Vermogen_Seb,MachineId,equipment_id,device_id,datekey,CANBUS_device_id,FF_device_id,CANBUS_validated_duration,CANBUS_validated_fuel,CANBUS_AUB,FF_validated_duration,FF_validated_fuel,FF_AUB,countRows,FuelMassFlow,NOxTotal,C02Total,duration_from_rows,FF_NOxPerLiter,FF_NOxPerUur,FF_FPH,FF_motorbelasting,FF_Diff_AUB,FF_U,FF_A_equivalent,CANBUS_NOxPerLiter,CANBUS_NOxPerUur,CANBUS_FPH,CANBUS_motorbelasting,CANBUS_Diff_AUB,CANBUS_U,CANBUS_A_equivalent,NOxMAF_NOxPerLiter,NOxMAF_NOxPerUur,NOxMAF_FPH,NOxMAF_motorbelasting,NOxMAF_AUB_NoxEmission,NOxMAF_Diff_AUB,NOxMAF_A_equivalent,Belastingtype
68047,Heijmans,Asfaltverwerking,Asfaltvoorlader,15-40-03-0001,Vogele,MT3000-3i,2018,160.0000,Stage-V,D,15.491933933032792,130 - 560 kW,1920,563399,68047,20250924,68071,68030,18.350000,223.000000,1.295950,18.116667,207.820000,1.212811,63407,182.78048624341005,0.09544862844508221,480.11081923506197,17.613055555555555,4.5928509501050053E-4,0.005268553451089111,11.471205,0.286780,-0.9212996679242832,0.985547,0.07168823324903781,4.280207553591131E-4,0.005201560133246986,12.152589,0.303815,-0.9263485254484493,0.985547,0.07170307439612905,5.222036028395975E-4,0.005419197602824546,10.377556901860618,0.25943892254651546,1.0750799034921927,-0.9112171773139508,0.07165131601514675,AAM
68174,Heijmans,Asfaltverwerking,Asfaltvoorlader,15-40-01-0004,Weiler,E2850B,2020,224.0000,Stage-V,D,21.163262200246873,130 - 560 kW,1919,563728,68174,20251022,,68173,,,,11.916667,181.435000,1.039332,41226,143.1224881140768,0.26034119140007955,375.94087001115713,11.451666666666666,0.0014349006057270072,0.021846812653242686,15.225314,0.271881,-0.7495110403604628,0.907573,0.06933369129200564,,,,,,,,0.0018190096806629912,0.0227339127987262,12.497961412959697,0.2231778823742803,0.8301197691493489,-0.6863811692295201,0.06865446861904996,AAM
68077,Heijmans,Asfaltverdichting,Statische wals,16-25-03-0052,Hamm,HW90B/10 drierolwals (REBUILD) H123,2019,45.0000,Stage-V,A,4.707942659639846,37 - 56 kW,1951,563428,68077,20250923,68078,68076,16.350000,74.500000,1.571750,13.283333,62.382000,1.314057,58059,62.931084383886464,0.8402744957225666,165.301532454962,16.1275,0.013469822957304457,0.0632578055313803,4.696261,0.417445,-0.3605494314762856,1.075950,,0.011278852291578075,0.05139293551819979,4.556575,0.405029,-0.46538921856366045,1.075950,,0.01335229646762164,0.0521019684217992,3.9020979311044153,0.3468531494315036,1.3392591876777293,-0.3725826162300969,,dhi
68047,Heijmans,Asfaltverwerking,Asfaltvoorlader,15-40-03-0001,Vogele,MT3000-3i,2018,160.0000,Stage-V,D,15.491933933032792,130 - 560 kW,1920,563399,68047,20251109,68071,68030,0.350000,2.500000,0.015250,0.350000,2.946000,0.017658,2484,4.705278719497442,0.03248676770946839,12.359389490510736,0.69,0.011027416058882683,0.09281933631276683,8.417143,0.210429,0.8397761756409778,0.019040,0.04905784725828066,0.012994707083787355,0.09281933631276683,7.142857,0.178571,1.1302798498012057,0.019040,0.045011506339592715,0.006904323770418048,0.04708227204270781,6.819244521010786,0.17048111302526964,0.0288585050852862,0.12572593810592392,0.05832368539377052,AAM
68047,Heijmans,Asfaltverwerking,Asfaltvoorlader,15-40-03-0001,Vogele,MT3000-3i,2018,160.0000,Stage-V,D,15.491933933032792,130 - 560 kW,1920,563399,68047,20250925,68071,68030,16.033333,189.000000,1.100767,15.866667,175.032000,1.024506,55416,154.69070253790824,0.12123651162620176,406.32718212938045,15.393333333333333,6.926534098119302E-4,0.007640956454572454,11.031428,0.275786,-0.8816634440147723,0.863147,0.07121868508483664,6.41463024477258E-4,0.00756152894885934,11.787942,0.294699,-0.8898617858037152,0.863147,0.07126674129714515,7.837349603896961E-4,0.007875910239900504,10.049201117664026,0.25123002794160065,0.9122964603713708,-0.8671084270382352,0.07111699353960166,AAM
68077,Heijmans,Asfaltverdichting,Statische wals,16-25-03-0052,Hamm,HW90B/10 drierolwals (REBUILD) H123,2019,45.0000,Stage-V,A,4.707942659639846,37 - 56 kW,1951,563428,68077,20251109,68078,68076,0.050000,0.500000,0.010250,0.083333,0.261000,0.005637,2071,1.491941366953703,0.026180846367133866,3.9188931305551273,0.5752777777777778,0.10030975619591519,0.31417141309125873,3.132013,0.278401,3.644464496564461,0.006750,,0.05236169273426773,0.5236169273426773,10.000000,0.888889,1.5542289138667185,0.006750,,0.017548173773471284,0.045509921256244285,2.593427774521164,0.2305269132907701,0.032715216227962945,-0.19973488224246871,,dhi
68047,Heijmans,Asfaltverwerking,Asfaltvoorlader,15-40-03-0001,Vogele,MT3000-3i,2018,160.0000,Stage-V,D,15.491933933032792,130 - 560 kW,1920,563399,68047,20251101,68071,68030,14.433333,147.000000,0.865967,14.416667,172.902000,1.005754,46621,107.33071538852869,0.13714533016872285,281.9263628921911,12.950277777777778,7.931968986404025E-4,0.009512970658802264,11.993202,0.299830,-0.863639289360298,0.784267,0.07092109566252505,9.329614297192031E-4,0.009501986143375397,10.184758,0.254619,-0.8416275329559638,0.784267,0.07077819683276068,0.001277782689440461,0.010590145827146614,8.287908354576334,0.20719770886440836,0.6443372519869444,-0.7871528772458717,0.07027283877123286,AAM
67728,De Kuiper Infra,Mobiele graafmachine,Mobiele graafmachine 36-150 kW,33531 - KR122,Liebherr,A918,2021,120.0000,Stage-IV,D,11.504142407022844,56 - 130 kW,760,562267,67728,20251111,58419,67727,10.566667,0.000000,,10.416667,91.420000,0.545751,45683,76.97408400335415,0.2253446725790073,202.18838066501382,12.689722222222223,0.0024649384443120466,0.02163308787532589,8.776320,0.292544,-0.5870925154896514,0.425000,0.06761907125785892,,0.021325993577634962,0.000000,0.000000,,0.425000,,0.002927539515367119,0.01775804612841596,6.065860438501739,0.20219534795005795,0.47910866472922375,-0.5296585322530858,0.06716683880871427,dhi
68077,Heijmans,Asfaltverdichting,Statische wals,16-25-03-0052,Hamm,HW90B/10 drierolwals (REBUILD) H123,2019,45.0000,Stage-V,A,4.707942659639846,37 - 56 kW,1951,563428,68077,20250909,68078,68076,18.400000,83.000000,1.752000,16.666667,73.932000,1.561973,63941,71.26414880239112,0.8650315137587441,187.19005276111062,17.761388888888888,0.011700366739148732,0.051901889787486846,4.435920,0.394304,-0.4461930431840089,1.350000,,0.010422066430828242,0.047012582269496964,4.510870,0.400966,-0.5062605515075662,1.350000,,0.01213838273936866,0.048702920653907175,4.012307215849112,0.3566495302976988,1.5140899204922669,-0.4286789033788022,,dhi
67833,Heijmans,Asfaltverwerking,Rupsasfaltspreidmachine,15-12-03-0017,Dynapac,SD2500CS/V6000TVE,2024,149.0000,Stage-V,D,13.88436292097889,130 - 560 kW,1917,27955,67833,20251027,,67835,,,,14.200000,217.561000,1.245829,45752,165.05776198495022,0.06206810922425113,433.55841182176437,12.70888888888889,2.852906045856156E-4,0.004370993607341629,15.321197,0.411307,-0.9501792708114427,0.719372,0.07182837967458351,,,,,,,,3.7603871806955936E-4,0.0048838344379984275,12.987583999515229,0.34865997314134844,0.9548563591631751,-0.9349974384852535,0.07175857468480228,AAM
